"Trgt_Genes"	"Drug_name"	"Drug_chembl_id"
"FGF2"	"ASPIRIN,ATORVASTATIN,CAFFEINE,CHEMBL262489,EDARAVONE,ESTRADIOL DIPROPIONATE,FAMOTIDINE,FULVESTRANT,INDOMETHACIN,MEDRONIC ACID,MUPARFOSTAT (CHEMBL1615835),PENTOSAN POLYSULFATE SODIUM,PHENYLEPHRINE,PYRAZOLE,QUIZARTINIB,REBAMIPIDE,SIROLIMUS,THYROTROPIN,TRIAMCINOLONE,VINCRISTINE"	"CHEMBL113,CHEMBL1201516,CHEMBL1201532,CHEMBL1215,CHEMBL1358,CHEMBL1451,CHEMBL1487,CHEMBL15967,CHEMBL1615835,CHEMBL1697771,CHEMBL1697791,CHEMBL180570,CHEMBL25,CHEMBL262489,CHEMBL290916,CHEMBL413,CHEMBL576982,CHEMBL6,CHEMBL902,CHEMBL90555"
"FGF23"	"BUROSUMAB"	"CHEMBL3707326"
"FGF3"	"DOVITINIB,LUCITANIB,SORAFENIB"	"CHEMBL1336,CHEMBL2220486,CHEMBL522892"
"FGF4"	"DOVITINIB,HEPARIN,LUCITANIB,PENTOSAN POLYSULFATE SODIUM"	"CHEMBL1201516,CHEMBL1909300,CHEMBL2220486,CHEMBL522892"
"FGF6"	"BUPIVACAINE"	"CHEMBL1098"
"FGFR1"	"AFIMOXIFENE (CHEMBL489),ALCOHOL,ALECTINIB,ALPELISIB,Anlotinib,ARQ-087,ARSENIC TRIOXIDE,AZD-4547,AZD-8055,BAY-1163877,BENZONATATE,BRIVANIB,BRIVANIB ALANINATE,BUPARLISIB,CEDIRANIB,CEP-11981,CP-459632,CRIZOTINIB,DOVITINIB,ENMD-2076,ENMD-981693,ETOPOSIDE,FINASTERIDE,GEFITINIB,INFIGRATINIB,JNJ-42756493,LENVATINIB,LUCITANIB,LY-2874455,MASITINIB,MIDOSTAURIN,MK-2461,NINTEDANIB,NINTEDANIB ESYLATE,ORANTINIB,PALIFERMIN,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,PD-0166285 (CHEMBL3545196),PD-173074,PHA-665752,PONATINIB,REGORAFENIB,RG-1530,Ro-4987655,SELUMETINIB,SIROLIMUS,SORAFENIB,SU-11652,SU-14813,Sulfatinib,SUNITINIB,TG100-801,TRAFERMIN,TRAMETINIB,XL-228,XL-999"	"CHEMBL1171837,CHEMBL1200978,CHEMBL1201733,CHEMBL1201821,CHEMBL1289601,CHEMBL1336,CHEMBL13485,CHEMBL1374379,CHEMBL1614701,CHEMBL1614766,CHEMBL1738797,CHEMBL1801204,CHEMBL1822792,CHEMBL1852688,CHEMBL189584,CHEMBL1908391,CHEMBL1946170,CHEMBL1980391,CHEMBL2010872,CHEMBL2017974,CHEMBL2103875,CHEMBL2108081,CHEMBL2220486,CHEMBL2396661,CHEMBL270995,CHEMBL274654,CHEMBL3039504,CHEMBL3184679,CHEMBL3545021,CHEMBL3545085,CHEMBL3545160,CHEMBL3545196,CHEMBL3545251,CHEMBL3545264,CHEMBL3545285,CHEMBL3545300,CHEMBL3545361,CHEMBL3545376,CHEMBL3545421,CHEMBL377300,CHEMBL403989,CHEMBL413,CHEMBL44657,CHEMBL450786,CHEMBL477772,CHEMBL482968,CHEMBL489,CHEMBL491473,CHEMBL502835,CHEMBL522892,CHEMBL52885,CHEMBL535,CHEMBL545,CHEMBL601719,CHEMBL608533,CHEMBL710,CHEMBL939"
"FGFR2"	"AEE-788,ALPELISIB,ARQ-087,AZD-4547,BAY-1163877,BRIVANIB,BRIVANIB ALANINATE,BUPARLISIB,CEDIRANIB,CETUXIMAB,CP-459632,DOVITINIB,ENMD-2076,ENMD-981693,GEFITINIB,INFIGRATINIB,INTERFERON ALFA-2A,JNJ-42756493,LAPATINIB,LENVATINIB,LUCITANIB,LY-2874455,MASITINIB,MK-2461,NINTEDANIB,NINTEDANIB ESYLATE,ORANTINIB,PALIFERMIN,PAZOPANIB,PD-173074,PENTOSAN POLYSULFATE SODIUM,PHA-665752,PICTILISIB,PONATINIB,REGORAFENIB,RG-1530,Ro-4987655,SELUMETINIB,SUNITINIB,TG100-801,THALIDOMIDE,TRABECTEDIN,TRAFERMIN,TRAMETINIB,XL-228,XL-999"	"CHEMBL1171837,CHEMBL1201516,CHEMBL1201577,CHEMBL1201821,CHEMBL1224207,CHEMBL1289601,CHEMBL1614701,CHEMBL1614766,CHEMBL1822792,CHEMBL1852688,CHEMBL189584,CHEMBL1908391,CHEMBL1946170,CHEMBL1980391,CHEMBL2017974,CHEMBL2103875,CHEMBL2108081,CHEMBL2108508,CHEMBL2220486,CHEMBL2396661,CHEMBL270995,CHEMBL274654,CHEMBL3039504,CHEMBL3184679,CHEMBL3545085,CHEMBL3545264,CHEMBL3545285,CHEMBL3545300,CHEMBL3545361,CHEMBL3545376,CHEMBL3545421,CHEMBL377300,CHEMBL403989,CHEMBL450786,CHEMBL468,CHEMBL477772,CHEMBL482968,CHEMBL491473,CHEMBL502835,CHEMBL521851,CHEMBL522892,CHEMBL52885,CHEMBL535,CHEMBL554,CHEMBL587723,CHEMBL939"
"FGFR3"	"AEE-788,ALPELISIB,ARQ-087,AZD-4547,AZD-5363,BAY-1163877,BORTEZOMIB,BRIVANIB,BRIVANIB ALANINATE,BUPARLISIB,CEDIRANIB,CHEMBL35482,CHEMBL89363,CP-459632,DACTOLISIB,DOVITINIB,ENMD-2076,ENMD-981693,INFIGRATINIB,JNJ-42756493,LY-2874455,MASITINIB,MK-2461,NINTEDANIB,NINTEDANIB ESYLATE,ORANTINIB,PALIFERMIN,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,PD-173074,PONATINIB,Ro-4987655,SELUMETINIB,SORAFENIB,TRAFERMIN,TRAMETINIB,U-0126,XL-228,XL-999"	"CHEMBL100473,CHEMBL1171837,CHEMBL1201733,CHEMBL1201821,CHEMBL1336,CHEMBL1614701,CHEMBL1614766,CHEMBL1822792,CHEMBL1852688,CHEMBL1879463,CHEMBL189584,CHEMBL1908391,CHEMBL2017974,CHEMBL2103875,CHEMBL2108081,CHEMBL2178577,CHEMBL2396661,CHEMBL270995,CHEMBL274654,CHEMBL3039504,CHEMBL3184679,CHEMBL325041,CHEMBL3545085,CHEMBL3545264,CHEMBL3545285,CHEMBL3545300,CHEMBL3545361,CHEMBL3545376,CHEMBL3545421,CHEMBL35482,CHEMBL377300,CHEMBL477772,CHEMBL482968,CHEMBL491473,CHEMBL502835,CHEMBL522892,CHEMBL52885,CHEMBL587723,CHEMBL89363"
"FGFR4"	"ARQ-087,AZD-4547,BAY-1163877,BRIVANIB,BRIVANIB ALANINATE,CP-459632,DOVITINIB,ENMD-2076,ENMD-981693,FGF401,INFIGRATINIB,JNJ-42756493,LY-2874455,NINTEDANIB,NINTEDANIB ESYLATE,ORANTINIB,PALIFERMIN,PD-173074,TRAFERMIN,XL-999"	"CHEMBL1201821,CHEMBL1852688,CHEMBL189584,CHEMBL2108081,CHEMBL270995,CHEMBL274654,CHEMBL3039504,CHEMBL3184679,CHEMBL3545264,CHEMBL3545285,CHEMBL3545293,CHEMBL3545300,CHEMBL3545361,CHEMBL3545376,CHEMBL3545421,CHEMBL377300,CHEMBL482968,CHEMBL502835,CHEMBL522892,CHEMBL52885"
"FGG"	"ALFIMEPRASE,FIBRINOLYSIN, HUMAN"	"CHEMBL1201505,CHEMBL2108893"
"FGR"	"APITOLISIB,DASATINIB,ENMD-981693,ILORASERTIB,NINTEDANIB,TG100-801,XL-228"	"CHEMBL1421,CHEMBL1922094,CHEMBL1980297,CHEMBL3545085,CHEMBL403989,CHEMBL502835,CHEMBL52885"
"FH"	"DITIOCARB"	"CHEMBL961"
"FHIT"	"TRICHOSTATIN"	"CHEMBL99"
"FIP1L1"	"IMATINIB"	"CHEMBL941"
"FKBP1A"	"ALISPORIVIR,CHEMBL1269597,EVEROLIMUS,Olocrolimus,PIMECROLIMUS,RUCLOSPORIN,SIROLIMUS,TACROLIMUS,TEMSIROLIMUS,ZOTAROLIMUS"	"CHEMBL1200686,CHEMBL1201182,CHEMBL1269597,CHEMBL1614661,CHEMBL1651956,CHEMBL1908360,CHEMBL269732,CHEMBL3545142,CHEMBL3707272,CHEMBL413"
"FKBP4"	"SIROLIMUS"	"CHEMBL413"
"FLCN"	"EVEROLIMUS"	"CHEMBL1908360"
"FLG"	NA	NA
"FLT1"	"4SC-203,AEE-788,AG-13958,Anlotinib,AXITINIB,BMS-690514,BRIVANIB,BRIVANIB ALANINATE,CEDIRANIB,CEP-11981,CEP-5214,CEP-7055,CHEMBL261720,CHEMBL313417,Chiauranib,CP-459632,DORSOMORPHIN,DOVITINIB,ENMD-2076,Famitinib,FORETINIB,Fruquintinib,ICRUCUMAB,ILORASERTIB,KRN-633,L-21649,LENVATINIB,LENVATINIB MESYLATE,LINIFANIB,LUCITANIB,MGCD-265,MK-2461,MOTESANIB,NINTEDANIB,NINTEDANIB ESYLATE,ORANTINIB,OSI-930,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,PEGPLERANIB SODIUM,PLX-3397,RANIBIZUMAB,REGORAFENIB,RG-1530,SEMAXANIB,SORAFENIB,SORAFENIB TOSYLATE,SU-014813,SU-14813,Sulfatinib,SUNITINIB,SUNITINIB MALATE,TABERMINOGENE VADENOVEC,TAK-593,TELATINIB,TELBERMIN,TERIPARATIDE,TESEVATINIB,TG100-801,TIVOZANIB,VANDETANIB,VATALANIB,X-82,XL-820,XL-999"	"CHEMBL101253,CHEMBL1200485,CHEMBL1201733,CHEMBL1201825,CHEMBL1230609,CHEMBL1289494,CHEMBL1289601,CHEMBL1289926,CHEMBL1336,CHEMBL150894,CHEMBL1567,CHEMBL1614710,CHEMBL1721885,CHEMBL1743030,CHEMBL1822792,CHEMBL1946170,CHEMBL1980297,CHEMBL1980391,CHEMBL2010872,CHEMBL2079588,CHEMBL2105704,CHEMBL2108065,CHEMBL2108557,CHEMBL2180604,CHEMBL2220486,CHEMBL223360,CHEMBL24828,CHEMBL254760,CHEMBL261720,CHEMBL270995,CHEMBL274654,CHEMBL276711,CHEMBL3039504,CHEMBL313417,CHEMBL3301576,CHEMBL346631,CHEMBL3544927,CHEMBL3544983,CHEMBL3545021,CHEMBL3545026,CHEMBL3545158,CHEMBL3545160,CHEMBL3545251,CHEMBL3545285,CHEMBL3545300,CHEMBL3545335,CHEMBL3545339,CHEMBL3545358,CHEMBL3545396,CHEMBL3545401,CHEMBL3545402,CHEMBL3545428,CHEMBL377300,CHEMBL403989,CHEMBL406381,CHEMBL477772,CHEMBL478629,CHEMBL482968,CHEMBL491473,CHEMBL502835,CHEMBL522892,CHEMBL525610,CHEMBL535,CHEMBL572881,CHEMBL587723"
"FLT3"	"4SC-203,AKN-028,ALTIRATINIB,AMUVATINIB,ARSENIC TRIOXIDE,AS-602868,AST-487,AT-9283,AZACITIDINE,BMS-690514,BORTEZOMIB,BRIGATINIB,C-1311 (CHEMBL3545337),CABOZANTINIB,CEDIRANIB,CEP-2563,CERITINIB,CHEMBL2062155,CHEMBL210833,CHEMBL2169919,CHEMBL2218935,CHEMBL35482,CHEMBL377193,CHEMBL406375,CHEMBL71191,CLOFARABINE,CM-082,CRENOLANIB,CT-1578,CYTARABINE,DAUNORUBICIN,DORSOMORPHIN,DOVITINIB,E-6201,ENMD-2076,ENMD-981693,Famitinib,FEDRATINIB,FORETINIB,GELDANAMYCIN,GILTERITINIB,HERBIMYCIN,IMATINIB,JNJ-40346527,KW-2449,LESTAURTINIB,LINIFANIB,METHOTREXATE,MIDOSTAURIN,MK-2461,NILOTINIB,NMS-1286937,PACRITINIB,PALBOCICLIB,PF-562271,PLX-3397,PONATINIB,PROPAFENONE,QUIZARTINIB,REBASTINIB,RG-1530,RGB-286638,SEMAXANIB,SGI-1776,SORAFENIB,SORAFENIB TOSYLATE,SU-014813,SU-14813,SUNITINIB,SUNITINIB MALATE,TAK-659,TANDUTINIB,TG-02,TRETINOIN,VS-5584,XL-999"	"CHEMBL1079593,CHEMBL1084546,CHEMBL1094408,CHEMBL1097999,CHEMBL1171837,CHEMBL1200485,CHEMBL1200978,CHEMBL1230609,CHEMBL124660,CHEMBL1287853,CHEMBL129857,CHEMBL1336,CHEMBL1489,CHEMBL1567,CHEMBL1721885,CHEMBL1738757,CHEMBL1750,CHEMBL178,CHEMBL1822792,CHEMBL189963,CHEMBL1908397,CHEMBL1944698,CHEMBL1952329,CHEMBL1980391,CHEMBL2035187,CHEMBL2062155,CHEMBL2103851,CHEMBL2105717,CHEMBL2105728,CHEMBL210833,CHEMBL2169919,CHEMBL2218935,CHEMBL223360,CHEMBL2403108,CHEMBL255863,CHEMBL276711,CHEMBL278315,CHEMBL325041,CHEMBL3301622,CHEMBL34259,CHEMBL3544931,CHEMBL3544962,CHEMBL3545026,CHEMBL3545083,CHEMBL3545158,CHEMBL3545160,CHEMBL3545281,CHEMBL3545285,CHEMBL3545311,CHEMBL3545319,CHEMBL3545332,CHEMBL3545337,CHEMBL3545358,CHEMBL3545365,CHEMBL3545396,CHEMBL3545427,CHEMBL35482,CHEMBL377193,CHEMBL38,CHEMBL406375,CHEMBL478629,CHEMBL479533,CHEMBL482968,CHEMBL491473,CHEMBL495727,CHEMBL522892,CHEMBL52885,CHEMBL535,CHEMBL574738,CHEMBL576982,CHEMBL603469,CHEMBL608533,CHEMBL631,CHEMBL71191,CHEMBL803,CHEMBL941"
"FLT4"	"4SC-203,AG-13958,Anlotinib,AXITINIB,BMS-690514,BRIVANIB,BRIVANIB ALANINATE,CC-223,CEDIRANIB,CEP-11981,CEP-5214,CEP-7055,CHEMBL313417,Chiauranib,CP-459632,DOVITINIB,ENMD-2076,Famitinib,FORETINIB,Fruquintinib,ILORASERTIB,IMC-3C5,JNJ-26483327,KRN-633,L-21649,LENVATINIB,LENVATINIB MESYLATE,LINIFANIB,LUCITANIB,MGCD-265,MK-2461,MOTESANIB,NINTEDANIB,NINTEDANIB ESYLATE,ORANTINIB,OSI-930,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,PEGPLERANIB SODIUM,REGORAFENIB,RG-1530,SEMAXANIB,SORAFENIB,SORAFENIB TOSYLATE,SU-014813,SU-14813,Sulfatinib,SUNITINIB,SUNITINIB MALATE,TABERMINOGENE VADENOVEC,TAK-593,TELATINIB,TESEVATINIB,TIVOZANIB,VANDETANIB,VATALANIB,X-82,XL-820,XL-999"	"CHEMBL101253,CHEMBL1200485,CHEMBL1201733,CHEMBL1230609,CHEMBL1289494,CHEMBL1289601,CHEMBL1289926,CHEMBL1336,CHEMBL150894,CHEMBL1567,CHEMBL1614710,CHEMBL1721885,CHEMBL1822792,CHEMBL1946170,CHEMBL1980297,CHEMBL1980391,CHEMBL2010872,CHEMBL2079588,CHEMBL2105704,CHEMBL2108065,CHEMBL2109602,CHEMBL2180604,CHEMBL2220486,CHEMBL223360,CHEMBL24828,CHEMBL254760,CHEMBL270995,CHEMBL274654,CHEMBL276711,CHEMBL3039504,CHEMBL313417,CHEMBL3301576,CHEMBL346631,CHEMBL3544927,CHEMBL3544983,CHEMBL3545021,CHEMBL3545026,CHEMBL3545133,CHEMBL3545151,CHEMBL3545160,CHEMBL3545251,CHEMBL3545285,CHEMBL3545300,CHEMBL3545335,CHEMBL3545339,CHEMBL3545358,CHEMBL3545396,CHEMBL3545401,CHEMBL3545402,CHEMBL3545428,CHEMBL377300,CHEMBL406381,CHEMBL477772,CHEMBL482968,CHEMBL491473,CHEMBL502835,CHEMBL522892,CHEMBL535,CHEMBL572881"
"FN1"	"AS-1409,L19IL2,L19SIP,L19TNFa,OCRIPLASMIN"	"CHEMBL2095222,CHEMBL2109412,CHEMBL2109413,CHEMBL2109589,CHEMBL2109608"
"FNTA"	"CHEMBL3218390,LONAFARNIB,TIPIFARNIB"	"CHEMBL289228,CHEMBL298734,CHEMBL3218390"
"FNTB"	"BMS-214662,CHEMBL103134,CHEMBL54044,LONAFARNIB,TIPIFARNIB"	"CHEMBL103134,CHEMBL289228,CHEMBL298734,CHEMBL351706,CHEMBL54044"
"FOLH1"	"CAPROMAB,CLAVULANIC ACID,DOCETAXEL,MDX-070,METHOTREXATE,STANOLONE,SURAMIN"	"CHEMBL2108285,CHEMBL2109555,CHEMBL265502,CHEMBL27769,CHEMBL34259,CHEMBL777,CHEMBL92"
"FOLR1"	"DEXAMETHASONE,FARLETUZUMAB,FOLIC ACID,TETRAHYDROFOLATE,VINTAFOLIDE"	"CHEMBL1622,CHEMBL1743016,CHEMBL2074655,CHEMBL3039521,CHEMBL384467"
"FOS"	"ALCOHOL,ANTIBIOTIC,BACLOFEN,BROMOACETIC ACID,BROMOCRIPTINE,DAIDZEIN,INTERFERON BETA,INTERLEUKIN 1BETA,MAGNESIUM SULFATE,NIMODIPINE,PACLITAXEL,PHENOBARBITAL,PHORBOL MYRISTATE ACETATE,PILOCARPINE,THROMBIN,URSODIOL"	"CHEMBL1200456,CHEMBL1428,CHEMBL1551,CHEMBL2074848,CHEMBL2108110,CHEMBL2108510,CHEMBL279115,CHEMBL40,CHEMBL428647,CHEMBL493,CHEMBL545,CHEMBL550,CHEMBL606111,CHEMBL60851,CHEMBL701,CHEMBL8145"
"FOSL1"	"PHORBOL MYRISTATE ACETATE"	"CHEMBL279115"
"FOXE1"	"DENENICOKIN"	"CHEMBL2107855"
"FOXJ1"	"PARAMETHADIONE"	"CHEMBL1100"
"FOXL2"	NA	NA
"FOXM1"	NA	NA
"FOXO1"	"RIZATRIPTAN"	"CHEMBL905"
"FOXP3"	"EPIRUBICIN"	"CHEMBL417"
"FOXS1"	NA	NA
"FPGS"	"FLUOROURACIL"	"CHEMBL185"
"FPR1"	"ALDOSTERONE,CHEMBL1290251,CHEMBL1329101,CHEMBL1770295,CHEMBL1770297,CHEMBL1770298,CHENODIOL,CYCLOSPORIN H,CYCLOSPORINE,DEOXYCHOLIC ACID,N-FORMYLMETHIONYL-LEUCYLPHENYLALANINE,NORETHINDRONE ACETATE,PREDNISOLONE ACETATE,PROPANOL,PROPYLENE GLYCOL,PYRAZINAMIDE,PYROPHOSPHORIC ACID,SPINORPHIN"	"CHEMBL1152,CHEMBL1160571,CHEMBL1201146,CHEMBL1290251,CHEMBL1329101,CHEMBL14687,CHEMBL160,CHEMBL1628710,CHEMBL1770295,CHEMBL1770297,CHEMBL1770298,CHEMBL240597,CHEMBL267179,CHEMBL273453,CHEMBL286398,CHEMBL395493,CHEMBL406393,CHEMBL614"
"FPR2"	"AMODIAQUINE HYDROCHLORIDE,AMPICILLIN,ASPARAGINE,ASPIRIN,CAFFEINE, CITRATED,CHEMBL1289260,CHEMBL379761,CHEMBL402643,CHEMBL482796,CHLORPROMAZINE HYDROCHLORIDE,CYCLIC ADENOSINE MONOPHOSPHATE,LIPOXIN A4,N-FORMYLMETHIONYL-LEUCYLPHENYLALANINE,PREDNISOLONE ACETATE,PROPANOL,PROPYLENE GLYCOL,PYRAZINAMIDE,PYROPHOSPHORIC ACID"	"CHEMBL1152,CHEMBL1160571,CHEMBL1200569,CHEMBL1289260,CHEMBL14687,CHEMBL1630,CHEMBL1713,CHEMBL174,CHEMBL25,CHEMBL267179,CHEMBL286398,CHEMBL316966,CHEMBL379761,CHEMBL392438,CHEMBL402643,CHEMBL482796,CHEMBL58832,CHEMBL614"
"FPR3"	"PROPANOL,PUTRESCINE,PYRAZINAMIDE,PYROPHOSPHORIC ACID"	"CHEMBL1160571,CHEMBL14687,CHEMBL46257,CHEMBL614"
"FRA11F"	"NATALIZUMAB"	"CHEMBL1201607"
"FRK"	"BOSUTINIB,DASATINIB,ENMD-981693,ILORASERTIB,NINTEDANIB,REGORAFENIB,TG100-801,XL-228"	"CHEMBL1421,CHEMBL1946170,CHEMBL1980297,CHEMBL288441,CHEMBL3545085,CHEMBL403989,CHEMBL502835,CHEMBL52885"
"FSHR"	"CHORIOGONADOTROPIN ALFA,CORIFOLLITROPIN ALFA,HUMAN FSH,ISOSORBIDE DINITRATE,MENOTROPINS,SURAMIN,UROFOLLITROPIN"	"CHEMBL1201464,CHEMBL1201520,CHEMBL1201692,CHEMBL2108185,CHEMBL2108427,CHEMBL265502,CHEMBL6622"
"FST"	"ANTIBIOTIC,BICALUTAMIDE,ETRETINATE,INDOMETHACIN,STAUROSPORINE"	"CHEMBL388978,CHEMBL409,CHEMBL464,CHEMBL6,CHEMBL606111"
"FURIN"	"CHEMBL566340"	"CHEMBL566340"
"FUS"	"TRETINOIN"	"CHEMBL38"
"FXN"	"EPOETIN BETA"	"CHEMBL2109092"
"FXYD2"	"ACETYLDIGITOXIN,CYCLOTHIAZIDE,DESLANOSIDE,DIGITOXIN,DIGOXIN"	"CHEMBL1614,CHEMBL1751,CHEMBL254219,CHEMBL3545057,CHEMBL61593"
"FYN"	"ACALABRUTINIB,BEVACIZUMAB,BOSUTINIB,CHEMBL306380,CHEMBL406845,DASATINIB,ENMD-2076,ENMD-981693,IBRUTINIB,ILORASERTIB,JNJ-26483327,NINTEDANIB,TG100-801,XL-228"	"CHEMBL1201583,CHEMBL1421,CHEMBL1873475,CHEMBL1980297,CHEMBL288441,CHEMBL306380,CHEMBL3545085,CHEMBL3545133,CHEMBL3707348,CHEMBL403989,CHEMBL406845,CHEMBL482968,CHEMBL502835,CHEMBL52885"
"FZD1"	"VANTICTUMAB"	"CHEMBL2364652"
"FZD2"	"VANTICTUMAB"	"CHEMBL2364652"
"FZD5"	"VANTICTUMAB"	"CHEMBL2364652"
"FZD6"	"LIDOCAINE"	"CHEMBL79"
"FZD7"	"VANTICTUMAB"	"CHEMBL2364652"
"FZD8"	"IPAFRICEPT,VANTICTUMAB"	"CHEMBL2364652,CHEMBL3301577"
"G6PD"	"ASCORBATE,BUSULFAN,CHLOROQUINE,CHLORPROPAMIDE,CO-TRIMOXAZOLE,DABRAFENIB,DIAZEPAM,ERYTHROMYCIN,ETHYL NITROSOUREA,GLIMEPIRIDE,GLIPIZIDE,GLYBURIDE,LIDOCAINE,MAFENIDE,METHYLENE BLUE,METOCLOPRAMIDE,NALIDIXIC ACID,NIMESULIDE,NITROFURANTOIN,OMEPRAZOLE,PEGLOTICASE,PENICILLIN G POTASSIUM,POTASSIUM CHLORIDE,PREDNISOLONE,PRILOCAINE,PRIMAQUINE,PROPRANOLOL,QUININE SULFATE,RASBURICASE,SODIUM ASCORBATE,SODIUM CHLORIDE,SODIUM NITRITE,SODIUM SULFATE,SUCCIMER,SULFAMETHOXAZOLE,SULFASALAZINE,SULFISOXAZOLE,TRAMETINIB,TRIAMCINOLONE,TRIMETHOPRIM,ZINC CHLORIDE"	"CHEMBL1073,CHEMBL1194,CHEMBL12,CHEMBL1200574,CHEMBL1200679,CHEMBL1200731,CHEMBL1201073,CHEMBL1201594,CHEMBL1223,CHEMBL1237025,CHEMBL131,CHEMBL1451,CHEMBL1481,CHEMBL1503,CHEMBL167667,CHEMBL191083,CHEMBL196,CHEMBL2028663,CHEMBL2103875,CHEMBL22,CHEMBL233406,CHEMBL2359966,CHEMBL27,CHEMBL419,CHEMBL421,CHEMBL443,CHEMBL453,CHEMBL472,CHEMBL498,CHEMBL5,CHEMBL506,CHEMBL532,CHEMBL56367,CHEMBL572,CHEMBL58061,CHEMBL591665,CHEMBL76,CHEMBL79,CHEMBL820,CHEMBL86,CHEMBL93268"
"GAA"	"ACARBOSE,CELGOSIVIR,DUVOGLUSTAT,DUVOGLUSTAT HYDROCHLORIDE,MIGLITOL"	"CHEMBL1561,CHEMBL1566,CHEMBL2110737,CHEMBL307429,CHEMBL460785"
"GABBR1"	"ARBACLOFEN,ARBACLOFEN PLACARBIL,BACLOFEN,CHEMBL113553,Lesogaberan,OXYBATE,PROGABIDE,SODIUM OXYBATE,VIGABATRIN"	"CHEMBL113553,CHEMBL1200682,CHEMBL1342,CHEMBL2107312,CHEMBL287631,CHEMBL301742,CHEMBL448343,CHEMBL701,CHEMBL89598"
"GABBR2"	"ARBACLOFEN,ARBACLOFEN PLACARBIL,BACLOFEN,CHEMBL112203,CHEMBL1213187,CHEMBL1895916,CHEMBL312403,CHEMBL40157,CHEMBL455185,GAMMA-AMINOBUTYRIC ACID,Lesogaberan,OXYBATE,PHACLOFEN,SODIUM OXYBATE"	"CHEMBL112203,CHEMBL1200682,CHEMBL1213187,CHEMBL1255941,CHEMBL1342,CHEMBL1895916,CHEMBL2107312,CHEMBL301742,CHEMBL312403,CHEMBL40157,CHEMBL448343,CHEMBL455185,CHEMBL701,CHEMBL96"
"GABPA"	"CYCLOSPORINE,QUERCETIN"	"CHEMBL160,CHEMBL50"
